"ensembl","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSGALG00010006982","ENSGALG00010006982",561.474828550628,1.28730201469178,0.314193702812451,4.09716045601398,4.18249002686246e-05,0.0152451761479137
"ENSGALG00010009405","ENSGALG00010009405",760.193372402922,0.911538059019242,0.223376288469034,4.08072882429331,4.48947077996558e-05,0.0155654264275036
"ENSGALG00010016389","ENSGALG00010016389",476.395572165726,0.945301084628648,0.231666612246488,4.08043729505083,4.49510545881268e-05,0.0155654264275036
"ENSGALG00010008876","ENSGALG00010008876",484.945248322256,-1.28029352963946,0.314681168579811,-4.06854193219618,4.73082481665126e-05,0.0159821108623016
"ENSGALG00010013040","SLC25A43",86.8820572207577,-1.4789656460501,0.364439054536769,-4.05819746165784,4.94529457716136e-05,0.0163088750448243
"ENSGALG00010025843","ENSGALG00010025843",543.196404737576,-1.60558552492766,0.396971215268077,-4.04458928802533,5.24149298184142e-05,0.0168837021608106
"ENSGALG00010017063","TMPPE",17.3239886125563,-3.02806329551082,0.75169110612683,-4.02833460557123,5.61733577729317e-05,0.0176831176934745
"ENSGALG00010003062","ENSGALG00010003062",98.3457368649985,-2.10195179760268,0.524152666613698,-4.01019002952403,6.06698999045731e-05,0.0186741951906276
"ENSGALG00010021628","REC114",1134.27788896939,-1.15423387122076,0.2888030570269,-3.99661237350838,6.42553867431313e-05,0.0193018439211376
"ENSGALG00010004089","NPBWR1",103.014178467196,-1.70309625284305,0.426618708533638,-3.99208055993813,6.54961132260101e-05,0.0193018439211376
"ENSGALG00010000845","ENSGALG00010000845",66.120659222672,-1.70362981380712,0.428452803598398,-3.9762368211832,7.00144033986195e-05,0.0202035312807141
"ENSGALG00010026609","ENSGALG00010026609",344.29186635885,1.13852095153959,0.288267144830059,3.94953421490603,7.83034179860063e-05,0.0221342988270239
"ENSGALG00010010616","ENSGALG00010010616",80.0881228087759,1.73395928819355,0.44102518691958,3.93165592265762,8.43627520857629e-05,0.023370169582798
"ENSGALG00010020641","ENSGALG00010020641",713.274799608475,0.830030244334905,0.211548386783922,3.92359524434809,8.7237253764418e-05,0.0236926118017834
"ENSGALG00010018301","ENSGALG00010018301",37.4456745127503,-1.97263035192655,0.5069249989247,-3.89136530277838,9.9681722193711e-05,0.0265517602712517
"ENSGALG00010015218","PLCL1",421.420154639573,1.37908125922895,0.355413615909253,3.88021504381831,0.000104364151471366,0.0272490195315109
"ENSGALG00010008705","ENSGALG00010008705",107.033408265718,-1.47763410457783,0.381236990309259,-3.87589384592292,0.000106233994274896,0.0272490195315109
"ENSGALG00010003131","TAP1",27.0993323234805,3.50259181779431,0.908636120492539,3.85477942027627,0.000115834019365345,0.0288961114958058
"ENSGALG00010008225","ENSGALG00010008225",42.2298716236537,-1.90124699053615,0.493515096357921,-3.85245964017537,0.000116937255373992,0.0288961114958058
"ENSGALG00010016192","ENSGALG00010016192",386.740397853313,-1.30152800339061,0.338548037395754,-3.84444114165447,0.000120827480023511,0.0288961114958058
